Country,MarketSegment,ArrivalDateMonth,DepositType,CustomerType,LeadTime,ArrivalDateYear,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,RequiredCarParkingSpaces,IsCanceled
PRT,Online TA,June,No Deposit     ,Transient,140,2017,24,11,0,1
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,1,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
DEU,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
NLD,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,1,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,1,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
NLD,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
PRT,Corporate,March,No Deposit     ,Transient,1,2017,10,7,0,1
PRT,Groups,April,No Deposit     ,Transient-Party,221,2017,18,30,0,1
IRL,Online TA,July,No Deposit     ,Transient-Party,334,2017,26,1,0,1
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
GBR,Direct,March,No Deposit     ,Transient,56,2017,9,3,1,0
CHE,Online TA,June,No Deposit     ,Transient,132,2017,23,6,0,1
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
BEL,Direct,March,No Deposit     ,Transient,0,2017,10,5,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
NLD,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,1,0
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
PRT,Online TA,March,No Deposit     ,Transient,34,2017,10,5,1,0
NLD,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
AUS,Online TA,March,No Deposit     ,Transient,8,2017,10,8,0,1
NLD,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
CN,Online TA,July,No Deposit     ,Transient,147,2017,30,29,0,1
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
DEU,Offline TA/TO,February,No Deposit     ,Transient,196,2017,7,13,0,0
NLD,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
PRT,Direct,March,No Deposit     ,Transient,6,2017,10,6,0,1
NULL,Online TA,March,No Deposit     ,Transient,5,2017,9,4,1,0
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,3,1,0
PRT,Direct,March,No Deposit     ,Transient,4,2017,9,4,0,0
CZE,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
PRT,Online TA,July,No Deposit     ,Transient,182,2017,29,17,0,1
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,3,0,0
FRA,Online TA,April,No Deposit     ,Transient,72,2017,16,18,0,1
ESP,Online TA,April,No Deposit     ,Transient,51,2017,15,11,0,1
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
ESP,Online TA,March,No Deposit     ,Transient,14,2017,11,18,0,1
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,3,0,0
IRL,Online TA,February,No Deposit     ,Transient,120,2017,9,28,0,0
NLD,Online TA,February,No Deposit     ,Transient,307,2017,8,24,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
PRT,Corporate,March,No Deposit     ,Transient,1,2017,9,4,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
PRT,Online TA,March,No Deposit     ,Transient-Party,1,2017,9,4,0,0
PRT,Online TA,March,No Deposit     ,Transient,3,2017,9,4,1,0
NLD,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
NLD,Online TA,February,No Deposit     ,Transient,307,2017,8,24,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
PRT,Groups,March,No Deposit     ,Transient-Party,6,2017,9,1,0,0
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
GBR,Online TA,March,No Deposit     ,Transient,7,2017,9,3,0,0
NLD,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
BEL,Direct,March,No Deposit     ,Transient,0,2017,10,5,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
PRT,Direct,March,No Deposit     ,Transient,6,2017,9,3,1,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,1,0
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,4,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,4,0,0
PRT,Online TA,March,No Deposit     ,Transient,4,2017,9,4,0,0
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,4,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
GBR,Online TA,March,No Deposit     ,Transient,146,2017,9,2,0,0
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,4,0,0
GBR,Online TA,March,No Deposit     ,Transient-Party,128,2017,9,2,0,0
ESP,Online TA,April,No Deposit     ,Transient,180,2017,15,13,0,1
FRA,Online TA,February,No Deposit     ,Transient-Party,163,2017,9,28,0,0
ESP,Online TA,June,No Deposit     ,Transient,113,2017,26,25,0,1
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
ESP,Online TA,March,No Deposit     ,Transient,3,2017,9,3,0,0
PRT,Online TA,June,No Deposit     ,Transient,98,2017,23,9,0,1
BEL,Groups,March,No Deposit     ,Transient-Party,6,2017,9,1,0,0
IRL,Online TA,May,No Deposit     ,Transient,72,2017,20,16,0,1
PRT,Online TA,March,No Deposit     ,Transient,1,2017,9,4,0,0
NULL,Direct,March,No Deposit     ,Transient,2,2017,9,4,0,0
GBR,Online TA,March,No Deposit     ,Transient,138,2017,9,2,0,0
GBR,Online TA,March,No Deposit     ,Transient,138,2017,9,2,0,0
GBR,Online TA,March,No Deposit     ,Transient,138,2017,9,2,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,1,0
BEL,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,0,0
CHE,Online TA,March,No Deposit     ,Transient,1,2017,9,3,1,0
FRA,Online TA,February,No Deposit     ,Transient-Party,163,2017,9,28,0,0
PRT,Online TA,March,No Deposit     ,Transient-Party,1,2017,9,4,1,0
NLD,Online TA,March,No Deposit     ,Transient,53,2017,9,3,1,0
GBR,Online TA,March,No Deposit     ,Transient-Party,128,2017,9,2,0,0
PRT,Direct,March,No Deposit     ,Transient,11,2017,9,4,0,0
PRT,Direct,February,No Deposit     ,Transient,10,2017,9,26,0,0
PRT,Online TA,June,No Deposit     ,Transient,155,2017,24,17,0,1
GBR,Direct,March,No Deposit     ,Transient,0,2017,9,3,0,0
PRT,Direct,March,No Deposit     ,Transient-Party,0,2017,9,3,0,0
ITA,Online TA,February,No Deposit     ,Transient,78,2017,9,27,0,0
PRT,Direct,March,No Deposit     ,Transient-Party,0,2017,9,3,0,0
ESP,Online TA,June,No Deposit     ,Transient,106,2017,24,15,0,1
PRT,Online TA,May,No Deposit     ,Transient,272,2017,20,14,0,1
FRA,Online TA,April,No Deposit     ,Transient,76,2017,16,18,0,1
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,2,1,0
BEL,Online TA,February,No Deposit     ,Transient,69,2017,8,25,0,0
PRT,Offline TA/TO,February,No Deposit     ,Transient,17,2017,9,27,0,0
GBR,Groups,March,No Deposit     ,Transient-Party,7,2017,9,2,1,0
ITA,Online TA,June,No Deposit     ,Transient,122,2017,26,28,0,1
PRT,Direct,March,No Deposit     ,Transient-Party,0,2017,9,3,0,0
BEL,Online TA,February,No Deposit     ,Transient,150,2017,9,28,0,0
PRT,Direct,March,No Deposit     ,Group,12,2017,9,1,0,0
AGO,Online TA,May,No Deposit     ,Transient,177,2017,21,25,0,1
NLD,Online TA,June,No Deposit     ,Transient,125,2017,25,19,0,1
CN,Online TA,July,No Deposit     ,Transient,145,2017,29,16,0,1
GBR,Online TA,June,No Deposit     ,Transient,147,2017,25,18,0,1
GBR,Online TA,February,No Deposit     ,Transient,91,2017,8,25,0,0
PRT,Online TA,March,No Deposit     ,Transient,1,2017,9,3,0,0
IRL,Direct,February,No Deposit     ,Transient,98,2017,9,28,0,0
DEU,Direct,March,No Deposit     ,Transient-Party,1,2017,9,2,0,0
NULL,Corporate,March,No Deposit     ,Transient,5,2017,9,1,0,0
PRT,Online TA,April,No Deposit     ,Transient,110,2017,17,29,0,1
DEU,Direct,March,No Deposit     ,Transient-Party,1,2017,9,2,1,0
DEU,Direct,March,No Deposit     ,Transient-Party,1,2017,9,2,0,0
GBR,Online TA,April,No Deposit     ,Transient,180,2017,14,6,0,1
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,1,0,0
CHE,Online TA,February,No Deposit     ,Transient,61,2017,8,25,0,0
GBR,Online TA,February,No Deposit     ,Transient,27,2017,9,27,0,0
PRT,Groups,March,No Deposit     ,Transient-Party,8,2017,9,3,0,1
PRT,Corporate,March,No Deposit     ,Transient,5,2017,9,1,0,0
NULL,Direct,March,No Deposit     ,Transient,1,2017,9,2,0,0
PRT,Groups,March,No Deposit     ,Transient-Party,8,2017,9,3,0,1
PRT,Groups,March,No Deposit     ,Transient-Party,8,2017,9,3,0,1
NLD,Groups,March,No Deposit     ,Transient-Party,8,2017,9,3,0,1
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,1,0,0
PRT,Corporate,March,No Deposit     ,Transient,3,2017,9,2,1,0
PRT,Online TA,July,No Deposit     ,Transient,131,2017,27,4,0,1
PRT,Groups,March,No Deposit     ,Transient-Party,8,2017,9,3,0,1
PRT,Online TA,April,No Deposit     ,Transient-Party,230,2017,15,13,0,1
GBR,Online TA,May,No Deposit     ,Transient,350,2017,21,26,0,1
CN,Direct,March,No Deposit     ,Transient,283,2017,12,19,0,1
PRT,Offline TA/TO,May,No Deposit     ,Transient,199,2017,22,28,0,1
DEU,Direct,March,No Deposit     ,Transient-Party,1,2017,9,2,0,0
PRT,Corporate,March,No Deposit     ,Transient,5,2017,9,1,0,0
PRT,Online TA,August,No Deposit     ,Transient,176,2017,33,13,0,1
PRT,Online TA,August,No Deposit     ,Transient,176,2017,33,13,0,1
GBR,Online TA,May,No Deposit     ,Transient,351,2017,21,25,0,1
PRT,Corporate,March,No Deposit     ,Transient,7,2017,9,2,0,0
DEU,Online TA,April,No Deposit     ,Transient,105,2017,15,14,0,1
PRT,Direct,June,No Deposit     ,Transient,107,2017,24,16,0,1
PRT,Online TA,February,No Deposit     ,Transient,101,2017,5,3,0,0
GBR,Online TA,April,No Deposit     ,Transient,102,2017,15,15,0,1
FRA,Online TA,February,No Deposit     ,Transient,1,2017,9,28,0,0
PRT,Online TA,April,No Deposit     ,Transient-Party,230,2017,15,13,0,1
USA,Online TA,August,No Deposit     ,Transient,188,2017,33,14,0,1
GBR,Online TA,February,No Deposit     ,Transient,5,2017,9,26,0,0
CHN,Online TA,March,No Deposit     ,Transient,16,2017,9,2,1,0
BRA,Online TA,February,No Deposit     ,Transient,3,2017,9,27,0,0
PRT,Direct,February,No Deposit     ,Transient,0,2017,9,28,0,0
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,1,1,0
BRA,Direct,March,No Deposit     ,Transient,0,2017,9,1,0,0
PRT,Corporate,March,No Deposit     ,Transient,5,2017,9,1,0,0
PRT,Offline TA/TO,February,No Deposit     ,Transient,37,2017,8,23,0,0
PRT,Direct,February,No Deposit     ,Transient,0,2017,9,28,0,0
PRT,Online TA,February,No Deposit     ,Transient,10,2017,9,27,0,0
DEU,Direct,February,No Deposit     ,Transient-Party,0,2017,9,28,0,0
GBR,Online TA,February,No Deposit     ,Transient,40,2017,8,25,0,0
GBR,Online TA,February,No Deposit     ,Transient,4,2017,9,27,1,0
GBR,Online TA,February,No Deposit     ,Transient,41,2017,8,25,1,0
GBR,Offline TA/TO,February,No Deposit     ,Transient,28,2017,8,20,0,0
PRT,Direct,March,No Deposit     ,Transient,2,2017,9,1,0,0
PRT,Corporate,March,No Deposit     ,Transient,2,2017,9,1,0,0
DEU,Direct,February,No Deposit     ,Transient,0,2017,9,28,0,0
PRT,Direct,March,No Deposit     ,Transient,0,2017,9,1,0,0
PRT,Corporate,March,No Deposit     ,Transient,1,2017,9,1,1,0
GBR,Offline TA/TO,February,No Deposit     ,Contract,36,2017,8,23,0,0
GBR,Offline TA/TO,February,No Deposit     ,Transient,26,2017,8,23,0,0
PRT,Complementary,March,No Deposit     ,Transient,5,2017,10,6,0,1
FRA,Offline TA/TO,February,No Deposit     ,Transient,13,2017,8,21,0,0
IRL,Online TA,February,No Deposit     ,Transient,33,2017,8,25,0,0
PRT,Direct,February,No Deposit     ,Group,1,2017,9,28,0,0
PRT,Online TA,March,No Deposit     ,Transient,13,2017,9,1,0,0
PRT,Online TA,March,No Deposit     ,Transient,0,2017,9,1,0,0
PRT,Online TA,March,No Deposit     ,Transient,0,2017,9,1,0,0
POL,Direct,March,No Deposit     ,Transient,46,2017,10,11,0,1
FRA,Direct,March,No Deposit     ,Transient,19,2017,11,14,0,1
PRT,Online TA,February,No Deposit     ,Transient,0,2017,9,28,0,0
ESP,Online TA,August,No Deposit     ,Transient,172,2017,33,17,0,1
BEL,Online TA,March,No Deposit     ,Transient,34,2017,9,1,0,0
DEU,Online TA,April,No Deposit     ,Transient,59,2017,17,29,0,1
DEU,Direct,February,No Deposit     ,Transient,0,2017,9,28,1,0
GBR,Direct,February,No Deposit     ,Transient,0,2017,9,28,0,0
GBR,Offline TA/TO,February,No Deposit     ,Contract,28,2017,7,16,0,0
GBR,Online TA,February,No Deposit     ,Transient,50,2017,9,26,0,0
POL,Online TA,February,No Deposit     ,Transient,126,2017,9,27,0,0
CN,Online TA,June,No Deposit     ,Transient,123,2017,22,1,0,1
NULL,Direct,March,No Deposit     ,Transient,0,2017,9,1,0,0
USA,Online TA,February,No Deposit     ,Transient,53,2017,8,25,0,0
DEU,Online TA,April,No Deposit     ,Transient,59,2017,17,29,0,1
FRA,Online TA,March,No Deposit     ,Transient,1,2017,9,1,0,0
GBR,Online TA,March,No Deposit     ,Transient,32,2017,13,31,0,1
PRT,Direct,February,No Deposit     ,Transient,4,2017,9,28,0,0
ESP,Direct,February,No Deposit     ,Transient,6,2017,9,26,1,0
ESP,Direct,February,No Deposit     ,Transient-Party,6,2017,9,26,0,0
ESP,Direct,February,No Deposit     ,Transient-Party,6,2017,9,26,1,0
FIN,Online TA,February,No Deposit     ,Transient,40,2017,8,23,0,0
PRT,Online TA,February,No Deposit     ,Transient,0,2017,9,28,0,0
FRA,Offline TA/TO,February,No Deposit     ,Transient,20,2017,8,23,0,0
FRA,Offline TA/TO,February,No Deposit     ,Transient,20,2017,8,23,0,0
DEU,Direct,February,No Deposit     ,Transient-Party,0,2017,9,28,0,0
IRL,Online TA,February,No Deposit     ,Transient,28,2017,8,23,0,0
ROU,Online TA,March,No Deposit     ,Transient,28,2017,11,17,0,1
GBR,Online TA,February,No Deposit     ,Transient,9,2017,8,23,0,0
PRT,Online TA,March,No Deposit     ,Transient,0,2017,9,1,0,0
PRT,Direct,March,No Deposit     ,Transient,1,2017,9,1,0,0
ROU,Online TA,March,No Deposit     ,Transient,28,2017,11,17,0,1
NULL,Direct,March,No Deposit     ,Transient,0,2017,9,1,0,0
USA,Online TA,February,No Deposit     ,Transient,53,2017,8,25,0,0
FRA,Direct,February,No Deposit     ,Transient,0,2017,9,27,0,0
GBR,Direct,February,No Deposit     ,Transient,0,2017,9,28,0,0
GBR,Online TA,July,No Deposit     ,Transient,148,2017,30,26,0,1
ITA,Online TA,March,No Deposit     ,Transient-Party,140,2017,11,14,0,1
NLD,Offline TA/TO,February,No Deposit     ,Transient,27,2017,8,22,0,0
PRT,Direct,February,No Deposit     ,Transient,0,2017,9,27,0,0
CN,Offline TA/TO,February,No Deposit     ,Transient,81,2017,8,22,1,0
PRT,Online TA,February,No Deposit     ,Transient,4,2017,9,26,0,0
PRT,Direct,February,No Deposit     ,Transient-Party,0,2017,9,27,0,0
CN,Offline TA/TO,February,No Deposit     ,Transient,81,2017,8,22,0,0
FIN,Online TA,February,No Deposit     ,Transient,48,2017,9,28,0,0
PRT,Direct,February,No Deposit     ,Transient,0,2017,9,28,0,0
RUS,Online TA,August,No Deposit     ,Transient,181,2017,34,26,0,1
ESP,Direct,February,No Deposit     ,Transient,0,2017,9,27,0,0
PRT,Offline TA/TO,June,No Deposit     ,Transient,206,2017,24,15,0,1
BRA,Online TA,February,No Deposit     ,Transient-Party,27,2017,9,28,1,0
PRT,Direct,February,No Deposit     ,Transient,0,2017,9,28,0,0
PRT,Offline TA/TO,June,No Deposit     ,Contract,344,2017,22,1,0,1
PRT,Online TA,July,No Deposit     ,Transient,137,2017,28,10,0,1
BRA,Online TA,February,No Deposit     ,Transient-Party,27,2017,9,28,0,0
GBR,Online TA,April,No Deposit     ,Transient,43,2017,15,13,0,1
PRT,Direct,February,No Deposit     ,Transient,0,2017,9,28,0,0
ESP,Online TA,February,No Deposit     ,Transient,1,2017,9,28,0,0
PRT,Online TA,February,No Deposit     ,Transient,0,2017,9,28,0,0
PRT,Direct,February,No Deposit     ,Transient-Party,0,2017,9,27,1,0
ITA,Online TA,February,No Deposit     ,Transient,67,2017,8,25,0,0
GBR,Offline TA/TO,February,No Deposit     ,Transient,37,2017,8,25,0,0
PRT,Online TA,February,No Deposit     ,Transient,97,2017,8,25,0,0
ESP,Direct,February,No Deposit     ,Transient,0,2017,9,27,0,0
PRT,Online TA,February,No Deposit     ,Transient,14,2017,9,26,1,0
PRT,Direct,February,No Deposit     ,Transient,40,2017,9,26,0,0
GBR,Online TA,February,No Deposit     ,Transient,37,2017,9,26,0,0
PRT,Online TA,February,No Deposit     ,Transient,11,2017,9,28,0,0
NLD,Direct,February,No Deposit     ,Transient,113,2017,8,22,0,0
UKR,Direct,February,No Deposit     ,Transient,2,2017,9,26,0,0
PRT,Direct,February,No Deposit     ,Transient,32,2017,8,24,1,0
PRT,Offline TA/TO,July,No Deposit     ,Contract,390,2017,29,17,0,1
PRT,Offline TA/TO,June,No Deposit     ,Contract,295,2017,24,15,0,1
LUX,Online TA,February,No Deposit     ,Transient,23,2017,9,28,1,0
GBR,Online TA,February,No Deposit     ,Transient,5,2017,9,26,0,0
CN,Online TA,February,No Deposit     ,Transient,34,2017,8,22,0,0
IND,Online TA,February,No Deposit     ,Transient,93,2017,9,26,0,0
NLD,Online TA,February,No Deposit     ,Transient,3,2017,9,28,1,0
IRL,Online TA,June,No Deposit     ,Transient,118,2017,24,14,0,1
DEU,Online TA,February,No Deposit     ,Transient,61,2017,8,22,1,0
ESP,Online TA,February,No Deposit     ,Transient,1,2017,9,28,1,0
PRT,Online TA,February,No Deposit     ,Transient,7,2017,9,28,0,0
ESP,Offline TA/TO,February,No Deposit     ,Transient,11,2017,9,27,1,0
PRT,Groups,April,No Deposit     ,Transient-Party,131,2017,16,16,0,1
PRT,Groups,April,No Deposit     ,Transient-Party,131,2017,16,16,0,1
PRT,Online TA,February,No Deposit     ,Transient,29,2017,8,25,1,0
PRT,Online TA,February,No Deposit     ,Transient-Party,32,2017,8,25,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Direct,February,No Deposit     ,Transient,17,2017,8,24,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
NULL,Online TA,February,No Deposit     ,Transient,101,2017,8,25,0,0
ESP,Online TA,April,No Deposit     ,Transient,72,2017,16,20,0,1
GBR,Online TA,April,No Deposit     ,Transient,46,2017,15,14,0,1
DEU,Online TA,February,No Deposit     ,Transient,7,2017,9,27,0,0
NLD,Online TA,February,No Deposit     ,Transient,65,2017,8,21,0,0
GBR,Online TA,February,No Deposit     ,Transient,18,2017,9,26,0,0
ESP,Online TA,February,No Deposit     ,Transient,13,2017,8,25,0,0
ESP,Online TA,February,No Deposit     ,Transient,18,2017,9,26,0,0
FRA,Offline TA/TO,February,No Deposit     ,Transient,28,2017,8,21,0,0
ITA,Online TA,August,No Deposit     ,Transient,173,2017,33,18,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Online TA,February,No Deposit     ,Transient,18,2017,9,27,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
ESP,Online TA,February,No Deposit     ,Transient,26,2017,8,25,1,0
PRT,Direct,February,No Deposit     ,Transient-Party,1,2017,9,27,0,0
ESP,Online TA,February,No Deposit     ,Transient,9,2017,9,26,0,0
ESP,Online TA,February,No Deposit     ,Transient,26,2017,8,25,1,0
GBR,Online TA,April,No Deposit     ,Transient,60,2017,15,14,0,1
ESP,Online TA,February,No Deposit     ,Transient,26,2017,8,25,0,0
ESP,Online TA,February,No Deposit     ,Transient,26,2017,8,25,0,0
IRL,Online TA,June,No Deposit     ,Transient,112,2017,24,17,0,1
ESP,Online TA,February,No Deposit     ,Transient,7,2017,9,26,1,0
PRT,Direct,February,No Deposit     ,Transient,1,2017,9,26,1,0
PRT,Online TA,February,No Deposit     ,Transient,22,2017,8,25,0,0
PRT,Direct,February,No Deposit     ,Transient,1,2017,9,26,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Online TA,February,No Deposit     ,Transient,22,2017,8,25,1,0
BRA,Online TA,February,No Deposit     ,Transient,91,2017,8,25,0,0
GBR,Corporate,February,No Deposit     ,Transient-Party,20,2017,8,21,0,0
GBR,Direct,January,No Deposit     ,Transient,88,2017,4,24,0,0
ESP,Online TA,February,No Deposit     ,Transient,47,2017,8,25,1,0
PRT,Online TA,February,No Deposit     ,Transient-Party,26,2017,8,24,1,0
PRT,Online TA,February,No Deposit     ,Transient,4,2017,9,27,0,0
PRT,Online TA,February,No Deposit     ,Transient-Party,21,2017,8,25,0,0
ITA,Online TA,February,No Deposit     ,Transient,119,2017,8,25,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Online TA,February,No Deposit     ,Transient,46,2017,8,25,0,0
PRT,Online TA,February,No Deposit     ,Transient-Party,32,2017,8,25,0,0
GBR,Offline TA/TO,February,No Deposit     ,Transient,64,2017,7,18,0,0
GBR,Corporate,February,No Deposit     ,Transient-Party,69,2017,8,21,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
GBR,Online TA,April,No Deposit     ,Transient,121,2017,14,4,0,1
PRT,Online TA,February,No Deposit     ,Transient,0,2017,9,28,0,1
ESP,Online TA,February,No Deposit     ,Transient,15,2017,8,25,1,0
ESP,Online TA,February,No Deposit     ,Transient,87,2017,8,25,0,0
PRT,Online TA,February,No Deposit     ,Transient-Party,3,2017,9,27,0,0
PRT,Online TA,February,No Deposit     ,Transient-Party,3,2017,9,27,0,0
PRT,Online TA,February,No Deposit     ,Transient,1,2017,9,26,0,0
PRT,Direct,February,No Deposit     ,Transient-Party,1,2017,9,27,0,0
PRT,Direct,February,No Deposit     ,Transient,0,2017,9,26,0,0
PRT,Direct,February,No Deposit     ,Transient,4,2017,9,27,0,0
ITA,Online TA,February,No Deposit     ,Transient,119,2017,8,25,0,0
ITA,Online TA,February,No Deposit     ,Transient,119,2017,8,25,1,0
PRT,Online TA,February,No Deposit     ,Transient-Party,26,2017,8,24,0,0
PRT,Offline TA/TO,August,No Deposit     ,Contract,165,2017,32,7,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Direct,February,No Deposit     ,Transient,0,2017,8,25,0,0
ESP,Direct,February,No Deposit     ,Transient,1,2017,9,27,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Direct,February,No Deposit     ,Transient,11,2017,8,21,0,0
ITA,Online TA,August,No Deposit     ,Transient,173,2017,33,19,0,1
GBR,Online TA,June,No Deposit     ,Transient,196,2017,26,29,0,1
ESP,Direct,February,No Deposit     ,Transient,14,2017,8,25,0,0
FRA,Offline TA/TO,February,No Deposit     ,Transient,153,2017,8,21,0,0
PRT,Online TA,February,No Deposit     ,Transient,36,2017,8,25,0,0
PRT,Online TA,February,No Deposit     ,Transient,45,2017,8,25,1,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,146,2017,15,9,0,1
PRT,Direct,February,No Deposit     ,Transient,0,2017,9,27,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
GBR,Online TA,April,No Deposit     ,Transient,59,2017,17,28,0,1
GBR,Offline TA/TO,February,No Deposit     ,Transient,80,2017,8,23,0,0
ESP,Online TA,February,No Deposit     ,Transient-Party,12,2017,8,25,0,0
GBR,Online TA,May,No Deposit     ,Transient,80,2017,20,17,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Direct,February,No Deposit     ,Transient,10,2017,8,25,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
PRT,Direct,February,No Deposit     ,Transient,22,2017,8,25,1,0
PRT,Direct,February,No Deposit     ,Transient,50,2017,8,25,0,0
PRT,Direct,February,No Deposit     ,Transient,49,2017,9,26,0,0
POL,Online TA,February,No Deposit     ,Transient,119,2017,8,21,0,0
ESP,Offline TA/TO,February,No Deposit     ,Group,2,2017,9,27,0,0
ESP,Offline TA/TO,February,No Deposit     ,Transient-Party,0,2017,8,24,0,0
ESP,Offline TA/TO,February,No Deposit     ,Transient-Party,0,2017,8,24,0,0
ESP,Offline TA/TO,February,No Deposit     ,Transient-Party,0,2017,8,24,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
IRL,Online TA,June,No Deposit     ,Transient,119,2017,25,24,0,1
POL,Online TA,February,No Deposit     ,Transient,119,2017,8,21,0,0
FRA,Direct,February,No Deposit     ,Transient,10,2017,8,25,0,0
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
SWE,Online TA,March,No Deposit     ,Transient,58,2017,11,13,0,1
PRT,Groups,April,Non Refund     ,Transient,124,2017,15,9,0,1
